tanggal;lintang;bujur;paddy
4/27/2024;-6.234124;107.468844;1
3/16/2024;-6.150242;107.349583;1
6/24/2024;-7.780753;109.949752;1
6/24/2024;-6.652378;110.663757;1
6/27/2024;-6.89616;109.406999;1
6/25/2024;-7.79302;110.246668;1
6/26/2024;-6.908741;109.749333;1
6/27/2024;-6.89723;109.40591;1
6/13/2024;-6.810412;110.964152;1
6/27/2024;-6.896746;109.407349;1
3/19/2024;-6.403528;108.322897;1
3/19/2024;-6.403818;108.323399;1
6/15/2024;-7.124218;110.399998;1
6/12/2024;-7.595818;109.450113;1
6/10/2024;-6.921628;109.682726;1
4/27/2024;-6.211818;107.342889;1
6/25/2024;-7.869966;110.195363;1
6/12/2024;-7.731504;109.725286;1
6/27/2024;-6.873966;109.381841;1
6/11/2024;-6.905239;110.184634;1
6/11/2024;-7.650012;109.208599;1
2024-08-15;-8.046743036613822;113.00964252090196;0
3/19/2024;-6.40379;108.323815;1
6/13/2024;-6.809682;110.963508;1
4/27/2024;-6.214924;107.343994;1
3/18/2024;-6.261849;107.464031;1
3/16/2024;-6.14905;107.336922;1
4/28/2024;-6.355385;107.640892;1
6/24/2024;-7.84606;110.315025;1
6/12/2024;-7.73174;109.72546;1
3/18/2024;-6.261017;107.462911;1
2024-07-20;-5.8046303096530565;107.3413561281243;0
4/29/2024;-6.455295;108.06993;1
3/20/2024;-6.379356;107.833099;1
6/11/2024;-6.974533;110.171139;1
6/11/2024;-6.937227;110.218864;1
6/11/2024;-7.426534;109.411701;1
4/29/2024;-6.454189;108.069999;1
6/27/2024;-6.897694;109.406701;1
3/16/2024;-6.14819;107.337497;1
3/19/2024;-6.482461;108.076778;1
4/29/2024;-6.479876;108.079638;1
6/24/2024;-6.763158;110.765699;1
4/28/2024;-6.368078;107.793942;1
3/18/2024;-6.260595;107.464448;1
3/20/2024;-6.364156;107.632054;1
6/10/2024;-6.959566;109.594215;1
3/18/2024;-6.26103;107.462465;1
4/27/2024;-6.294386;107.357867;1
6/27/2024;-6.894675;109.429476;1
6/10/2024;-6.919998;109.682615;1
6/13/2024;-6.811102;110.910764;1
3/18/2024;-6.260753;107.462931;1
4/29/2024;-6.402466;108.324757;1
6/27/2024;-6.896522;109.406036;1
4/27/2024;-6.211814;107.343869;1
6/12/2024;-6.851823;110.798239;1
6/11/2024;-6.974231;110.170776;1
3/19/2024;-6.327437;108.302115;1
4/28/2024;-6.337654;107.599124;1
4/27/2024;-6.293468;107.361025;1
6/11/2024;-7.504387;109.374742;1
6/27/2024;-6.872081;109.391681;1
4/28/2024;-6.378534;107.831405;1
6/24/2024;-6.653297;110.663699;1
2024-07-20;-6.930977347960989;111.52862288624208;0
6/13/2024;-6.862239;110.857966;1
6/25/2024;-7.793314;110.247403;1
6/27/2024;-6.896746;109.429984;1
6/26/2024;-6.902258;109.755985;1
4/27/2024;-6.234937;107.468088;1
6/11/2024;-6.974629;110.170842;1
3/20/2024;-6.365519;107.630706;1
3/19/2024;-6.328683;108.304121;1
3/19/2024;-6.403964;108.324465;1
3/18/2024;-6.291737;107.362147;1
6/15/2024;-7.161193;110.403707;1
6/24/2024;-6.652539;110.664167;1
3/20/2024;-6.435539;107.884442;1
4/28/2024;-6.336606;107.601506;1
6/11/2024;-6.904775;110.185441;1
3/16/2024;-6.211934;107.34328;1
2024-12-10;-7.912276220167253;110.2075646313129;0
2024-06-15;-7.485802891414524;107.06513134556084;0
6/10/2024;-6.920894;109.683403;1
6/11/2024;-7.426193;109.413741;1
6/27/2024;-6.895783;109.406544;1
2024-10-20;-7.248161702644559;106.928247758367;0
6/13/2024;-6.813382;110.80821;1
6/15/2024;-7.159167;110.403664;1
6/13/2024;-6.862047;110.856519;1
4/27/2024;-6.235;107.467503;1
6/24/2024;-6.715502;110.707735;1
6/24/2024;-6.715449;110.706479;1
6/24/2024;-6.654206;110.662304;1
4/28/2024;-6.35493;107.641342;1
6/15/2024;-7.123933;110.399921;1
6/28/2024;-6.993403;109.052845;1
4/29/2024;-6.453259;108.074509;1
3/18/2024;-6.292673;107.362411;1
6/15/2024;-7.161054;110.403496;1
4/27/2024;-6.234465;107.467729;1
6/11/2024;-7.434475;109.352601;1
2024-08-15;-7.670662806616298;109.8639311446558;0
6/10/2024;-6.961211;109.59709;1
6/10/2024;-6.958717;109.598103;1
6/12/2024;-7.59538;109.450223;1
3/16/2024;-6.150528;107.347927;1
6/11/2024;-6.936709;110.219314;1
6/13/2024;-6.867945;110.870454;1
6/26/2024;-6.900673;109.755343;1
4/28/2024;-6.336725;107.600159;1
4/28/2024;-6.336842;107.599438;1
3/19/2024;-6.401889;108.324444;1
6/10/2024;-6.960343;109.597712;1
6/11/2024;-6.974774;110.170508;1
4/27/2024;-6.216721;107.342616;1
3/16/2024;-6.148638;107.338402;1
6/11/2024;-6.959409;110.194249;1
3/20/2024;-6.436443;107.884447;1
3/19/2024;-6.329484;108.303524;1
4/27/2024;-6.294707;107.359185;1
2024-12-10;-6.285181573176499;106.81278916040606;0
3/20/2024;-6.361754;107.606365;1
3/16/2024;-6.148671;107.349798;1
4/29/2024;-6.452871;108.076235;1
4/27/2024;-6.193339;107.493338;1
3/18/2024;-6.293151;107.362528;1
6/24/2024;-7.7426;109.926852;1
4/27/2024;-6.260861;107.459472;1
6/15/2024;-7.123314;110.399812;1
6/10/2024;-6.981486;109.052623;1
6/28/2024;-6.969742;109.093955;1
4/27/2024;-6.211553;107.34338;1
4/27/2024;-6.260531;107.462345;1
4/28/2024;-6.338483;107.600394;1
6/11/2024;-7.435577;109.352595;1
6/11/2024;-7.426552;109.295412;1
6/12/2024;-7.73254;109.725464;1
6/27/2024;-6.874821;109.381916;1
4/27/2024;-6.292562;107.361473;1
6/24/2024;-7.846218;110.315222;1
6/25/2024;-7.79255;110.247637;1
6/27/2024;-7.409528;109.880833;1
6/10/2024;-6.981065;109.053351;1
4/28/2024;-6.360873;107.609221;1
6/13/2024;-6.813513;110.806497;1
4/27/2024;-6.259603;107.462341;1
6/26/2024;-6.901802;109.754628;1
4/28/2024;-6.368947;107.793654;1
4/27/2024;-6.194338;107.493791;1
4/28/2024;-6.337519;107.599704;1
4/27/2024;-6.292562;107.361244;1
6/10/2024;-6.959731;109.59752;1
3/19/2024;-6.454313;108.072859;1
6/26/2024;-6.906402;109.771777;1
6/27/2024;-6.89691;109.407336;1
6/10/2024;-6.921253;109.683635;1
6/26/2024;-6.909493;109.748119;1
6/24/2024;-7.742672;109.927835;1
6/24/2024;-6.653456;110.664014;1
6/11/2024;-6.936329;110.218692;1
6/11/2024;-7.43617;109.352952;1
6/15/2024;-7.15879;110.403827;1
6/12/2024;-7.59594;109.450175;1
6/11/2024;-6.904798;110.185827;1
6/10/2024;-6.928987;109.688091;1
6/13/2024;-6.868365;110.87035;1
6/26/2024;-6.909549;109.747723;1
6/10/2024;-6.96063;109.597789;1
6/11/2024;-7.426216;109.41385;1
6/27/2024;-7.387923;109.674547;1
6/10/2024;-6.959266;109.594778;1
4/27/2024;-6.193803;107.494276;1
6/15/2024;-7.122909;110.40072;1
6/24/2024;-7.740931;109.92739;1
6/11/2024;-6.9749;110.171334;1
6/27/2024;-7.410867;109.880376;1
3/16/2024;-6.147997;107.337559;1
3/20/2024;-6.365389;107.632661;1
4/27/2024;-6.258481;107.460972;1
6/12/2024;-7.595255;109.448526;1
6/26/2024;-6.906146;109.772863;1
4/29/2024;-6.403711;108.324569;1
3/20/2024;-6.380528;107.832556;1
6/27/2024;-7.388844;109.674907;1
4/29/2024;-6.480768;108.081449;1
6/11/2024;-7.650148;109.209475;1
6/12/2024;-7.733051;109.725662;1
3/20/2024;-6.362277;107.606539;1
2024-02-10;-6.0153868556649535;107.14477977685202;0
6/26/2024;-6.900682;109.754139;1
3/16/2024;-6.149492;107.349695;1
2024-10-20;-8.057072883271745;114.39157496199007;0
6/27/2024;-7.409496;109.880998;1
6/26/2024;-6.906063;109.771564;1
4/27/2024;-6.212206;107.342967;1
6/13/2024;-6.810444;110.963375;1
3/19/2024;-6.404916;108.323263;1
6/11/2024;-7.426463;109.294658;1
4/27/2024;-6.192546;107.494785;1
2024-01-15;-6.487881748889459;107.29294840769562;0
4/27/2024;-6.295286;107.358775;1
6/12/2024;-7.594595;109.449481;1
4/27/2024;-6.25928;107.462876;1
4/29/2024;-6.384262;108.276341;1
6/27/2024;-7.410716;109.88056;1
6/13/2024;-6.810197;110.965303;1
2024-08-15;-6.279054605504414;106.81388720568472;0
6/12/2024;-7.047159;110.536329;1
6/26/2024;-6.900772;109.755002;1
2024-11-15;-6.301098157758038;107.27396263472076;0
3/19/2024;-6.400794;108.325798;1
3/19/2024;-6.382507;108.271089;1
3/20/2024;-6.362473;107.607657;1
4/27/2024;-6.294969;107.358683;1
6/11/2024;-7.426692;109.413693;1
6/15/2024;-7.123308;110.400113;1
4/28/2024;-6.362947;107.609611;1
6/27/2024;-6.871704;109.391772;1
4/28/2024;-6.360772;107.607574;1
4/29/2024;-6.384909;108.273123;1
6/12/2024;-7.715721;109.487682;1
3/16/2024;-6.14995;107.348342;1
4/27/2024;-6.235218;107.467696;1
6/11/2024;-7.50419;109.375272;1
2024-07-20;-6.857396209384948;109.9806963035649;0
3/19/2024;-6.482678;108.076256;1
6/10/2024;-6.981398;109.053284;1
6/10/2024;-6.919214;109.691556;1
6/11/2024;-6.906084;110.185231;1
6/27/2024;-6.897704;109.40648;1
3/19/2024;-6.453944;108.071854;1
4/29/2024;-6.48024;108.079352;1
4/28/2024;-6.359621;107.607493;1
6/24/2024;-7.782057;109.949682;1
6/11/2024;-6.904763;110.186203;1
6/11/2024;-7.426319;109.41379;1
6/24/2024;-7.781765;109.949819;1
6/11/2024;-6.960061;110.194729;1
4/29/2024;-6.454227;108.07042;1
6/12/2024;-7.595082;109.448687;1
6/10/2024;-6.959686;109.59428;1
3/19/2024;-6.327783;108.303664;1
6/15/2024;-7.12331;110.399672;1
6/11/2024;-7.426848;109.412286;1
4/28/2024;-6.337037;107.601039;1
6/11/2024;-6.959269;110.194209;1
6/12/2024;-7.638893;109.559027;1
2024-09-15;-6.364732085356378;107.25917008516556;0
6/11/2024;-6.937618;110.218571;1
6/11/2024;-6.975163;110.171651;1
6/13/2024;-6.813984;110.807636;1
6/27/2024;-7.387973;109.674941;1
6/12/2024;-6.861227;110.791587;1
6/11/2024;-6.974617;110.171726;1
6/10/2024;-6.929954;109.687623;1
6/24/2024;-6.654077;110.664292;1
4/27/2024;-6.19426;107.495034;1
6/12/2024;-7.725638;109.524004;1
6/15/2024;-7.159495;110.404142;1
4/28/2024;-6.354755;107.641885;1
6/13/2024;-6.812591;110.807195;1
4/27/2024;-6.292114;107.360567;1
4/28/2024;-6.367594;107.793694;1
6/26/2024;-6.90163;109.754557;1
6/12/2024;-6.851854;110.797005;1
6/12/2024;-7.035457;110.539657;1
2024-05-20;-6.46765400692436;108.19070281865532;0
4/29/2024;-6.385637;108.27319;1
6/24/2024;-6.652419;110.663863;1
6/11/2024;-6.975263;110.170273;1
6/13/2024;-6.812623;110.808221;1
6/15/2024;-7.122803;110.400827;1
6/27/2024;-6.873715;109.382887;1
6/26/2024;-6.910156;109.746555;1
6/26/2024;-6.905909;109.773036;1
4/29/2024;-6.481234;108.079194;1
6/10/2024;-6.959323;109.594201;1
4/28/2024;-6.33749;107.601467;1
6/25/2024;-7.792945;110.246698;1
6/11/2024;-7.650307;109.208974;1
6/10/2024;-6.921507;109.683534;1
6/11/2024;-6.974857;110.171849;1
6/15/2024;-7.160964;110.403695;1
6/28/2024;-6.995288;109.052991;1
6/27/2024;-7.409672;109.880491;1
3/18/2024;-6.261055;107.462644;1
2024-12-10;-7.854715663690528;112.27809385983343;0
6/10/2024;-6.982489;109.053645;1
6/10/2024;-6.980732;109.05294;1
6/26/2024;-6.908573;109.750086;1
6/26/2024;-6.909606;109.747899;1
3/18/2024;-6.293154;107.362843;1
6/11/2024;-6.904563;110.185135;1
6/11/2024;-7.613831;109.151596;1
6/26/2024;-6.900826;109.755747;1
3/19/2024;-6.482199;108.075307;1
6/13/2024;-6.811378;110.910853;1
6/11/2024;-7.613611;109.152944;1
6/27/2024;-6.896611;109.405998;1
6/28/2024;-6.970309;109.09449;1
6/11/2024;-6.958749;110.194344;1
4/27/2024;-6.233763;107.466546;1
3/18/2024;-6.261942;107.461687;1
6/11/2024;-6.905167;110.185558;1
6/27/2024;-6.870952;109.390092;1
6/12/2024;-7.725353;109.524351;1
6/13/2024;-6.862366;110.856467;1
6/13/2024;-6.861701;110.857871;1
4/27/2024;-6.294291;107.360406;1
4/29/2024;-6.402239;108.325163;1
6/10/2024;-6.960001;109.595009;1
6/24/2024;-6.678853;110.654048;1
6/10/2024;-6.920526;109.682654;1
6/10/2024;-6.959303;109.59494;1
6/25/2024;-7.793216;110.24704;1
4/28/2024;-6.369;107.792938;1
4/29/2024;-6.452439;108.071792;1
3/18/2024;-6.294803;107.360152;1
4/29/2024;-6.403795;108.32379;1
6/26/2024;-6.908344;109.749643;1
6/10/2024;-6.958793;109.597903;1
6/12/2024;-6.861403;110.792989;1
6/11/2024;-6.958827;110.194384;1
2024-05-20;-6.653547298812934;108.0067532053024;0
6/27/2024;-7.38814;109.674604;1
6/11/2024;-7.503821;109.375908;1
6/11/2024;-6.936751;110.2192;1
6/12/2024;-7.595381;109.449107;1
4/29/2024;-6.454665;108.071723;1
4/29/2024;-6.454776;108.070802;1
4/27/2024;-6.214041;107.342758;1
4/27/2024;-6.194223;107.493275;1
6/11/2024;-6.937697;110.21946;1
2024-06-15;-6.766630836738945;110.107038786243;0
6/10/2024;-6.959946;109.594249;1
3/19/2024;-6.402161;108.324002;1
6/12/2024;-7.732616;109.725801;1
6/13/2024;-6.862375;110.8564;1
6/26/2024;-6.906368;109.771359;1
3/16/2024;-6.148184;107.338852;1
6/27/2024;-6.872225;109.390193;1
6/10/2024;-6.961096;109.594921;1
3/18/2024;-6.332737;107.402457;1
3/18/2024;-6.26045;107.462908;1
4/28/2024;-6.35538;107.641795;1
4/28/2024;-6.363245;107.609043;1
6/24/2024;-6.764063;110.766603;1
6/13/2024;-6.866469;110.870609;1
6/10/2024;-6.929621;109.688039;1
6/25/2024;-7.792456;110.246882;1
6/10/2024;-6.960146;109.596994;1
6/12/2024;-7.595788;109.449273;1
6/15/2024;-7.123917;110.399817;1
6/24/2024;-7.781031;109.950033;1
4/29/2024;-6.481651;108.08101;1
3/19/2024;-6.400756;108.323697;1
6/11/2024;-6.93821;110.218536;1
4/29/2024;-6.481228;108.080097;1
4/29/2024;-6.48168;108.0801;1
6/12/2024;-7.732292;109.725167;1
2024-06-15;-6.348478383510967;111.45185184786985;0
4/29/2024;-6.403815;108.325668;1
6/10/2024;-6.98121;109.052952;1
6/11/2024;-6.905332;110.184937;1
2024-10-20;-5.803654897692542;107.54345328988704;0
3/18/2024;-6.261511;107.461742;1
6/13/2024;-6.809214;110.965085;1
4/29/2024;-6.384453;108.271877;1
6/27/2024;-6.894684;109.429831;1
2024-03-20;-7.511446346628935;111.12147422629953;0
6/26/2024;-6.900687;109.754737;1
3/19/2024;-6.454088;108.071976;1
3/18/2024;-6.292701;107.362074;1
6/11/2024;-6.905934;110.185433;1
6/13/2024;-6.811766;110.806532;1
6/15/2024;-7.123844;110.400813;1
4/28/2024;-6.359167;107.607942;1
6/27/2024;-6.874728;109.382498;1
6/24/2024;-7.782384;109.94867;1
2024-02-10;-6.734701284441128;105.28234252721336;0
6/24/2024;-6.654696;110.664165;1
6/25/2024;-7.869195;110.196099;1
6/10/2024;-6.959324;109.595264;1
6/12/2024;-7.724314;109.523784;1
6/12/2024;-7.715285;109.488858;1
6/26/2024;-6.911218;109.746238;1
6/24/2024;-7.742597;109.928418;1
6/11/2024;-6.937961;110.218672;1
6/28/2024;-6.971269;109.093311;1
3/18/2024;-6.332222;107.399167;1
3/18/2024;-6.260734;107.464565;1
6/27/2024;-6.870874;109.390957;1
4/27/2024;-6.260161;107.462054;1
6/27/2024;-6.874178;109.381667;1
3/18/2024;-6.333036;107.401671;1
6/11/2024;-7.434286;109.352978;1
3/20/2024;-6.360582;107.607293;1
6/24/2024;-6.76361;110.765698;1
3/20/2024;-6.435991;107.884445;1
4/27/2024;-6.234236;107.465981;1
4/28/2024;-6.367921;107.793436;1
6/25/2024;-7.792676;110.247664;1
2024-05-20;-6.132333428601772;106.70908461244191;0
6/27/2024;-6.875159;109.381554;1
4/27/2024;-6.211607;107.343611;1
6/27/2024;-6.895384;109.429609;1
4/27/2024;-6.233156;107.46558;1
6/24/2024;-7.742085;109.928091;1
6/13/2024;-6.809047;110.964703;1
6/26/2024;-6.905918;109.772265;1
3/20/2024;-6.436889;107.885353;1
6/12/2024;-7.725614;109.523917;1
6/11/2024;-6.974927;110.170081;1
3/18/2024;-6.293374;107.362478;1
4/29/2024;-6.452821;108.074884;1
3/20/2024;-6.378003;107.83264;1
6/26/2024;-6.909907;109.74886;1
4/27/2024;-6.292564;107.361021;1
4/28/2024;-6.36007;107.607947;1
6/13/2024;-6.813308;110.807776;1
6/11/2024;-7.435934;109.353379;1
6/27/2024;-6.895461;109.430135;1
4/29/2024;-6.454458;108.074286;1
2024-04-15;-6.2745752164598;107.43517214741374;0
6/13/2024;-6.867955;110.870317;1
3/19/2024;-6.382959;108.270629;1
6/27/2024;-6.87148;109.390277;1
3/19/2024;-6.454091;108.072096;1
6/15/2024;-7.123628;110.400178;1
4/27/2024;-6.193878;107.495595;1
3/19/2024;-6.329155;108.300965;1
6/12/2024;-7.749734;109.672755;1
6/11/2024;-6.904421;110.185015;1
6/24/2024;-7.74289;109.92774;1
4/26/2024;-6.148882;107.349148;1
6/15/2024;-7.159029;110.404507;1
6/27/2024;-6.874942;109.38307;1
4/28/2024;-6.368339;107.7936;1
4/27/2024;-6.293761;107.361185;1
6/11/2024;-6.959873;110.194961;1
6/24/2024;-6.715254;110.70636;1
6/28/2024;-6.996035;109.054013;1
2024-04-15;-6.832299935260705;107.75335606619262;0
3/19/2024;-6.481673;108.076124;1
6/27/2024;-6.895926;109.42998;1
6/11/2024;-7.427078;109.295253;1
4/27/2024;-6.293914;107.362382;1
2024-12-10;-6.425036955371402;107.2175425217567;0
3/18/2024;-6.333986;107.401579;1
6/27/2024;-6.896112;109.406522;1
6/13/2024;-6.809249;110.965421;1
4/29/2024;-6.384669;108.273487;1
3/19/2024;-6.402606;108.324907;1
4/28/2024;-6.337521;107.599252;1
6/26/2024;-6.89954;109.754182;1
4/27/2024;-6.233808;107.464382;1
6/24/2024;-7.846274;110.315664;1
6/15/2024;-7.161169;110.403921;1
6/12/2024;-7.750432;109.67295;1
6/27/2024;-7.409453;109.880426;1
4/27/2024;-6.260464;107.46204;1
6/11/2024;-6.974768;110.170717;1
3/16/2024;-6.1495;107.347889;1
6/12/2024;-7.595366;109.449563;1
6/26/2024;-6.900904;109.754649;1
6/25/2024;-7.792066;110.247094;1
4/26/2024;-6.149809;107.348192;1
4/28/2024;-6.368878;107.794939;1
4/29/2024;-6.481231;108.079646;1
3/20/2024;-6.360672;107.606293;1
6/11/2024;-6.958521;110.193918;1
6/12/2024;-7.595002;109.448314;1
6/12/2024;-7.035253;110.537172;1
6/25/2024;-7.793605;110.247281;1
4/27/2024;-6.233775;107.467785;1
4/29/2024;-6.403875;108.323957;1
4/28/2024;-6.363836;107.608614;1
6/12/2024;-7.594538;109.448905;1
6/13/2024;-6.859989;110.867476;1
6/12/2024;-7.595375;109.449968;1
6/15/2024;-7.122978;110.399665;1
6/27/2024;-6.895629;109.406724;1
6/10/2024;-6.959719;109.598302;1
6/11/2024;-6.958624;110.195199;1
3/19/2024;-6.481859;108.075966;1
6/24/2024;-6.714953;110.707363;1
6/10/2024;-6.958678;109.59796;1
6/26/2024;-6.907478;109.772883;1
3/18/2024;-6.260439;107.463959;1
6/13/2024;-6.809265;110.964617;1
3/19/2024;-6.482433;108.0759;1
3/19/2024;-6.328913;108.304395;1
6/12/2024;-7.726073;109.523267;1
6/24/2024;-6.76355;110.765889;1
6/11/2024;-7.425702;109.295758;1
3/16/2024;-6.147986;107.338663;1
6/10/2024;-6.960652;109.594868;1
6/10/2024;-6.921386;109.683614;1
2024-04-15;-6.444212986247599;106.8075890519959;0
6/13/2024;-6.810247;110.963901;1
6/11/2024;-6.974616;110.171274;1
6/28/2024;-6.995991;109.05378;1
3/19/2024;-6.383085;108.270615;1
6/24/2024;-6.71526;110.707008;1
3/18/2024;-6.333705;107.401513;1
6/12/2024;-7.724447;109.524515;1
6/11/2024;-7.649913;109.209742;1
4/29/2024;-6.401111;108.324748;1
6/11/2024;-7.614026;109.152479;1
6/11/2024;-7.435637;109.353184;1
6/11/2024;-7.650532;109.208749;1
6/11/2024;-6.975084;110.170062;1
3/20/2024;-6.364261;107.630717;1
6/11/2024;-6.906594;110.185151;1
3/19/2024;-6.405188;108.325082;1
4/29/2024;-6.402529;108.324095;1
6/27/2024;-6.89691;109.430166;1
6/11/2024;-6.904425;110.184661;1
3/18/2024;-6.292245;107.362976;1
6/27/2024;-7.387925;109.6749;1
4/27/2024;-6.293804;107.362153;1
4/29/2024;-6.48122;108.081452;1
2024-08-15;-6.921369981679252;108.26944925546032;0
6/12/2024;-7.732345;109.726383;1
4/27/2024;-6.233837;107.46515;1
6/11/2024;-7.425657;109.294614;1
6/27/2024;-6.895222;109.42885;1
6/24/2024;-7.781921;109.949745;1
3/19/2024;-6.401715;108.323096;1
6/12/2024;-7.725343;109.522893;1
6/27/2024;-6.895306;109.430276;1
4/27/2024;-6.294832;107.359224;1
2024-03-20;-7.365862190845693;114.48653513015212;0
6/12/2024;-7.638223;109.559305;1
6/11/2024;-7.436218;109.352659;1
6/12/2024;-7.732194;109.726193;1
4/29/2024;-6.384415;108.273483;1
6/24/2024;-6.762812;110.766021;1
3/18/2024;-6.294465;107.359712;1
6/10/2024;-6.921158;109.683328;1
6/11/2024;-6.97515;110.170484;1
4/29/2024;-6.383709;108.275559;1
4/27/2024;-6.29487;107.357557;1
6/11/2024;-6.959602;110.194924;1
6/11/2024;-7.426107;109.413202;1
6/10/2024;-6.960151;109.598351;1
4/29/2024;-6.480774;108.080546;1
3/18/2024;-6.261546;107.463864;1
6/10/2024;-6.929085;109.687629;1
3/16/2024;-6.151797;107.339319;1
4/27/2024;-6.233711;107.468507;1
6/24/2024;-7.780454;109.948914;1
4/27/2024;-6.214599;107.342148;1
6/27/2024;-7.387868;109.673707;1
6/27/2024;-6.897051;109.429556;1
6/11/2024;-6.960913;110.194497;1
6/12/2024;-6.851613;110.799201;1
6/11/2024;-6.905898;110.185423;1
6/10/2024;-6.928635;109.686558;1
4/29/2024;-6.401524;108.32404;1
4/29/2024;-6.40184;108.324995;1
2024-03-20;-6.332409399018114;107.27446443795554;0
6/13/2024;-7.782556;109.949056;1
6/12/2024;-7.047086;110.534477;1
6/26/2024;-6.910209;109.746029;1
6/15/2024;-7.160316;110.403763;1
2024-02-10;-7.28488217525482;109.76828844932628;0
3/16/2024;-6.148752;107.348031;1
6/12/2024;-7.716461;109.488243;1
6/12/2024;-7.036445;110.538636;1
6/11/2024;-6.974759;110.172113;1
6/11/2024;-6.975405;110.172171;1
6/11/2024;-6.958957;110.194276;1
3/19/2024;-6.4017;108.325353;1
4/28/2024;-6.368752;107.793004;1
4/27/2024;-6.2119;107.344222;1
6/28/2024;-6.994122;109.054031;1
6/12/2024;-7.725034;109.524518;1
6/24/2024;-7.781135;109.948364;1
6/12/2024;-6.8603;110.792067;1
4/28/2024;-6.359143;107.609006;1
3/19/2024;-6.326877;108.30411;1
4/27/2024;-6.293509;107.362156;1
4/28/2024;-6.338283;107.600967;1
6/11/2024;-6.960154;110.193933;1
6/11/2024;-6.905005;110.186206;1
6/12/2024;-6.851322;110.798501;1
6/26/2024;-6.905656;109.77323;1
6/27/2024;-6.870516;109.391032;1
6/11/2024;-6.96057;110.194181;1
4/27/2024;-6.192894;107.494752;1
6/11/2024;-7.426859;109.411668;1
6/11/2024;-6.959279;110.193931;1
6/10/2024;-6.928241;109.686802;1
4/29/2024;-6.38478;108.275657;1
6/11/2024;-6.975153;110.170018;1
6/12/2024;-6.850467;110.798239;1
6/12/2024;-7.048357;110.534489;1
3/18/2024;-6.260838;107.461753;1
6/12/2024;-7.749534;109.674525;1
6/10/2024;-6.929883;109.688476;1
6/15/2024;-7.158945;110.404072;1
6/13/2024;-6.813117;110.806635;1
6/12/2024;-7.716229;109.488319;1
